Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Number of Males,Number of Females,Average Age,Local Authority
6240642,430787,433346,2,4/2/2019,12:03,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,2,40,E08000035
6240642,430787,433346,2,4/2/2019,12:03,Non - Primary Road,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,2,2,40,E08000035
6240869,430973,439006,3,4/2/2019,13:50,Unclassified,Dry,Daylight,Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Driver/Rider,Slight,1,0,49,E08000035
6241061,434451,436311,1,4/2/2019,15:10,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Slight,1,0,11,E08000035
6241182,441913,430132,2,4/2/2019,16:00,Unclassified,Wet/Damp,Daylight,Fine,Motorcycle(50cc-125cc),Driver/Rider,Slight,1,0,19,E08000035
6241279,429148,431754,2,4/2/2019,16:50,Unclassified,Dry,Dark (lit street),Fine,Car,Vehicle Passenger,Slight,1,0,1,E08000035
6241426,433438,435500,1,4/2/2019,17:50,Unclassified,Wet/Damp,Dark (lit street),Fine,Car,Pedestrian,Serious,0,1,34,E08000035
6241533,428926,433413,2,4/2/2019,18:30,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,0,1,26,E08000035
6250440,421304,445760,1,5/2/2019,9:55,Unclassified,Wet/Damp,Dark (unlit street),Snow with High Winds,Car,Driver/Rider,Slight,0,1,31,E08000035
6250788,434816,435321,2,4/2/2019,14:50,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,48,E08000035
6250825,430445,433458,2,5/2/2019,13:30,Unclassified,Dry,Daylight,Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Vehicle Passenger,Slight,1,0,39,E08000035
6251463,427914,441536,2,5/2/2019,18:25,Unclassified,Wet/Damp,Dark (unknown lighting),Raining,Car,Driver/Rider,Slight,1,1,32,E08000035
6251463,427914,441536,2,5/2/2019,18:25,Unclassified,Wet/Damp,Dark (unknown lighting),Raining,Car,Driver/Rider,Slight,1,1,32,E08000035
6251755,427745,436450,1,5/2/2019,20:46,Non - Primary Road,Wet/Damp,Dark (lit street),Raining,Car,Pedestrian,Serious,1,0,21,E08000035
6260051,429135,433853,1,6/2/2019,0:45,Unclassified,Wet/Damp,Dark (lit street),Raining,Car,Pedestrian,Slight,0,1,19,E08000035
6260273,440866,428472,1,6/2/2019,7:30,Unclassified,Wet/Damp,Daylight,Fine,Car,Pedestrian,Serious,1,0,8,E08000035
6260339,429099,433513,2,6/2/2019,5:30,Unclassified,Dry,Dark (lit street),Fine,Taxi/Private car,Driver/Rider,Slight,1,0,46,E08000035
6261166,430469,437076,1,6/2/2019,15:55,Unclassified,Dry,Daylight,Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Pedestrian,Slight,0,1,51,E08000035
6270196,429143,431739,1,7/2/2019,6:48,Unclassified,Wet/Damp,Dark (lit street),High Winds,Car,Pedestrian,Slight,1,0,26,E08000035
6281353,440472,448377,1,8/2/2019,14:30,Road,Wet/Damp,Daylight,Fine,Car,Pedestrian,Slight,0,1,58,E08000035
6281459,434375,428565,2,8/2/2019,17:00,Unclassified,Wet/Damp,Dark (lit street),Raining,Car,Driver/Rider,Slight,1,1,34,E08000035
6281459,434375,428565,2,8/2/2019,17:00,Unclassified,Wet/Damp,Dark (lit street),Raining,Car,Vehicle Passenger,Slight,1,1,34,E08000035
6281646,430437,434393,2,8/2/2019,18:30,Unclassified,Dry,Dark (lit street),Fog/Mist,Car,Driver/Rider,Slight,2,1,21,E08000035
6281646,430437,434393,2,8/2/2019,18:30,Unclassified,Dry,Dark (lit street),Fog/Mist,Car,Vehicle Passenger,Slight,2,1,21,E08000035
6281646,430437,434393,2,8/2/2019,18:30,Unclassified,Dry,Dark (lit street),Fog/Mist,Motorcycle(50cc-125cc),Driver/Rider,Slight,2,1,21,E08000035
6281797,444752,432211,1,8/2/2019,19:25,Unclassified,Dry,Dark (unknown lighting),Fine,Motorcycle(50cc-125cc),Driver/Rider,Serious,1,0,15,E08000035
6282173,430413,434264,2,8/2/2019,22:45,Unclassified,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,0,1,28,E08000035
6290904,415909,442021,2,9/2/2019,12:55,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Fatal,3,0,50,E08000035
6290904,415909,442021,2,9/2/2019,12:55,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Serious,3,0,50,E08000035
6290904,415909,442021,2,9/2/2019,12:55,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,3,0,50,E08000035
6290922,428516,431824,5,9/2/2019,13:08,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,2,40,E08000035
6290922,428516,431824,5,9/2/2019,13:08,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,2,40,E08000035
6291204,423492,431856,1,9/2/2019,16:00,Unclassified,Wet/Damp,Daylight,Fine,Car,Vehicle Passenger,Slight,0,1,34,E08000035
62A0475,427152,432517,2,4/2/2019,13:30,Unclassified,Wet/Damp,Daylight,Fine,Car,Driver/Rider,Slight,0,2,38,E08000035
62A0475,427152,432517,2,4/2/2019,13:30,Unclassified,Wet/Damp,Daylight,Fine,Car,Vehicle Passenger,Slight,0,2,38,E08000035
62A0482,426434,433300,2,29/1/2019,7:57,Unclassified,Wet/Damp,Dark (lit street),Fine,Pedal Cycle,Driver/Rider,Slight,1,0,42,E08000035
62A0503,431074,430365,2,3/3/2019,9:35,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,34,E08000035
62A0650,440879,445707,1,10/2/2019,11:40,Non - Primary Road,Dry,Daylight,Fine,Motorcycle(125cc-500cc),Driver/Rider,Serious,0,1,54,E08000035
62A1491,436017,436581,1,10/2/2019,12:30,Non - Primary Road,Wet/Damp,Daylight,Fine,Car,Pedestrian,Serious,0,1,51,E08000035
62B0330,425084,427379,3,11/2/2019,9:02,Non - Primary Road,Wet/Damp,Daylight,Fine,Motorcycle(50cc-125cc),Driver/Rider,Fatal,1,0,17,E08000035
62B0373,433114,434024,2,11/2/2019,8:15,Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,46,E08000035
62B0430,438952,431553,2,8/2/2019,7:30,Unclassified,Wet/Damp,Daylight,Fine,Motorcycle(50cc-125cc),Driver/Rider,Slight,1,0,50,E08000035
62B0579,432428,426182,2,11/2/2019,11:31,Motorway,Dry,Daylight,Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Driver/Rider,Slight,2,0,46,E08000035
62B0579,432428,426182,2,11/2/2019,11:31,Motorway,Dry,Daylight,Fine,Goods Vehicle(7.5 tonnes mgw or more),Driver/Rider,Slight,2,0,46,E08000035
62B1396,427271,437142,2,11/2/2019,17:39,Unclassified,Dry,Dark (lit street),Fine,Pedal Cycle,Driver/Rider,Slight,1,0,43,E08000035
62B1463,432180,434626,2,11/2/2019,18:15,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,27,E08000035
62B1735,423025,437668,2,11/2/2019,20:12,Non - Primary Road,Dry,Dark (lit street),Fine,Taxi/Private car,Driver/Rider,Slight,2,0,34,E08000035
62B1735,423025,437668,2,11/2/2019,20:12,Non - Primary Road,Dry,Dark (lit street),Fine,Taxi/Private car,Driver/Rider,Slight,2,0,34,E08000035
62C0558,430788,433346,2,12/2/2019,10:55,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,38,E08000035
62C0723,427036,432779,1,12/2/2019,12:18,Unclassified,Dry,Daylight,Fine,Motorcycle(50cc-125cc),Vehicle Passenger,Slight,1,0,23,E08000035
62C1410,437044,438288,2,12/2/2019,17:45,Unclassified,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,1,0,25,E08000035
62D0260,429531,440826,2,13/2/2019,7:09,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,49,E08000035
62D0937,430749,438894,2,13/2/2019,14:18,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,0,1,22,E08000035
62D1456,431803,435597,1,13/2/2019,17:30,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Pedestrian,Slight,0,1,42,E08000035
62D1762,428438,435044,1,13/2/2019,20:10,Unclassified,Dry,Dark (lit street),Fine,Car,Pedestrian,Slight,1,0,62,E08000035
62E0247,428961,429307,1,14/2/2019,6:39,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,26,E08000035
62E0310,440557,426187,2,14/2/2019,7:40,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Serious,1,0,44,E08000035
62E0789,428048,431116,2,14/2/2019,12:25,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,1,12,E08000035
62E1219,433808,434630,1,14/2/2019,16:40,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Slight,1,0,78,E08000035
62F0580,430129,432175,2,15/2/2019,11:36,Unclassified,Dry,Daylight,Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Driver/Rider,Slight,2,0,44,E08000035
62F0580,430129,432175,2,15/2/2019,11:36,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,0,44,E08000035
62F1194,428987,432348,3,15/2/2019,18:21,Unclassified,Dry,Daylight,Fine,Motorcycle(50cc-125cc),Driver/Rider,Slight,1,0,27,E08000035
62F1536,428530,431241,2,15/2/2019,17:45,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,55,E08000035
62F1838,432905,436748,2,15/2/2019,7:30,Unclassified,Dry,Unknown,Fine,Pedal Cycle,Driver/Rider,Serious,1,0,44,E08000035
62G1577,429514,427230,1,16/2/2019,17:45,Unclassified,Dry,Dark (lit street),Fine,Car,Pedestrian,Slight,0,2,8,E08000035
62G1577,429514,427230,1,16/2/2019,17:45,Unclassified,Dry,Dark (lit street),Fine,Car,Pedestrian,Slight,0,2,8,E08000035
62H0170,418098,445930,1,17/2/2019,1:49,Non - Primary Road,Dry,Dark (unknown lighting),Fine,Car,Driver/Rider,Slight,2,0,20,E08000035
62H0170,418098,445930,1,17/2/2019,1:49,Non - Primary Road,Dry,Dark (unknown lighting),Fine,Car,Vehicle Passenger,Serious,2,0,20,E08000035
62H0591,432561,433800,2,17/2/2019,10:41,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,1,40,E08000035
62H0591,432561,433800,2,17/2/2019,10:41,Non - Primary Road,Dry,Daylight,Fine,Goods Vehicle(3.5-7.5 tonnes mgw),Driver/Rider,Serious,1,1,40,E08000035
62H0791,431188,431464,3,17/2/2019,13:00,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,43,E08000035
62H1281,428135,435423,2,17/2/2019,11:00,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,29,E08000035
62I0197,436751,425924,1,18/2/2019,4:45,Motorway,Wet/Damp,Dark (unknown lighting),Fine,Car,Driver/Rider,Slight,0,1,32,E08000035
62I0989,429063,435350,1,18/2/2019,14:45,Unclassified,Dry,Daylight,Fine,Motorcycle(500cc or more),Pedestrian,Serious,0,1,19,E08000035
62I1890,430797,433291,3,18/2/2019,21:15,Unclassified,Dry,Dark (lit street),Fine,Pedal Cycle,Driver/Rider,Slight,1,0,22,E08000035
62J0990,435222,438960,2,19/2/2019,15:05,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,2,45,E08000035
62J0990,435222,438960,2,19/2/2019,15:05,Non - Primary Road,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,2,2,45,E08000035
62J0990,435222,438960,2,19/2/2019,15:05,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,2,45,E08000035
62J0990,435222,438960,2,19/2/2019,15:05,Non - Primary Road,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,2,2,45,E08000035
62J1542,427479,436685,2,19/2/2019,18:00,Unclassified,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,1,0,35,E08000035
62K0356,430358,424163,2,19/2/2019,14:05,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,46,E08000035
62K0500,429912,436614,1,20/2/2019,11:13,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Slight,0,1,68,E08000035
62K1318,428003,426413,2,20/2/2019,18:14,Motorway,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,0,1,33,E08000035
62K1350,430478,435596,2,20/2/2019,18:20,Unclassified,Dry,Dark (lit street),Fine,Pedal Cycle,Driver/Rider,Slight,1,0,17,E08000035
62K1528,428795,435572,1,20/2/2019,20:00,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Pedestrian,Serious,1,0,30,E08000035
62L0267,431056,431252,1,21/2/2019,6:19,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,23,E08000035
62L0629,432114,435381,2,21/2/2019,11:21,Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,62,E08000035
62L0885,425393,433052,1,21/2/2019,13:34,Unclassified,Dry,Daylight,Fine,Motorcycle(50cc or less),Driver/Rider,Serious,1,0,15,E08000035
62L0923,426838,439912,1,21/2/2019,13:49,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Serious,0,1,78,E08000035
62L1504,437794,432381,3,21/2/2019,17:55,Motorway,Dry,Dark (unlit street),Fine,Car,Driver/Rider,Slight,1,1,38,E08000035
62L1504,437794,432381,3,21/2/2019,17:55,Motorway,Dry,Dark (unlit street),Fine,Car,Driver/Rider,Slight,1,1,38,E08000035
62M0256,432734,427498,2,22/2/2019,6:01,Unclassified,Dry,Dark (lit street),Fine,Motorcycle(50cc-125cc),Vehicle Passenger,Fatal,1,0,23,E08000035
62M0611,422702,428717,1,22/2/2019,16:30,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Slight,1,0,17,E08000035
62M1817,434758,429113,1,22/2/2019,17:30,Non - Primary Road,Dry,Daylight,Fine,Motorcycle(500cc or more),Pedestrian,Slight,1,0,15,E08000035
62N0130,430245,433222,1,23/2/2019,1:21,Unclassified,Dry,Dark (lit street),Fine,Car,Pedestrian,Slight,1,0,25,E08000035
62N1077,430433,437754,2,23/2/2019,0:30,Unclassified,Dry,Dark (lit street),Fine,Pedal Cycle,Driver/Rider,Slight,1,0,26,E08000035
62N1086,423016,437653,2,23/2/2019,14:40,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,89,E08000035
62N1690,430294,428129,1,23/2/2019,19:25,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Slight,0,1,15,E08000035
62N1720,430868,434204,1,23/2/2019,19:40,Unclassified,Dry,Dark (lit street),Fine,Car,Pedestrian,Serious,1,0,22,E08000035
62N1760,427505,425503,1,23/2/2019,20:00,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Pedestrian,Fatal,1,0,40,E08000035
62N2203,430954,435789,2,23/2/2019,23:10,Unclassified,Dry,Unknown,Fine,Taxi/Private car,Vehicle Passenger,Slight,1,0,48,E08000035
62O0612,436511,434029,3,24/2/2019,10:10,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,29,E08000035
62O0763,430801,435342,2,24/2/2019,12:09,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Serious,1,0,22,E08000035
62P0795,426736,433318,2,25/2/2019,13:12,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,1,41,E08000035
62P0795,426736,433318,2,25/2/2019,13:12,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,1,1,41,E08000035
62P1094,431970,437047,2,25/2/2019,15:32,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,71,E08000035
62P1144,428098,436745,1,25/2/2019,15:45,Unclassified,Dry,Daylight,Fine,Taxi/Private car,Pedestrian,Slight,0,1,29,E08000035
62Q1186,415909,442020,3,26/2/2019,16:05,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Serious,0,1,71,E08000035
62Q1332,428719,435615,2,26/2/2019,17:04,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,1,19,E08000035
62Q1332,428719,435615,2,26/2/2019,17:04,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,1,19,E08000035
62R0301,430878,434256,2,27/2/2019,8:38,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Serious,1,0,44,E08000035
62R0601,442527,442541,2,27/2/2019,11:40,Unclassified,Dry,Daylight,Fine,Motorcycle(50cc-125cc),Driver/Rider,Serious,1,0,25,E08000035
62R1010,427016,440295,2,27/2/2019,15:00,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,1,52,E08000035
62R1010,427016,440295,2,27/2/2019,15:00,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Fatal,1,1,52,E08000035
62R1078,425716,428493,2,27/2/2019,15:29,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,16,E08000035
62R1763,430188,431000,1,27/2/2019,20:04,Unclassified,Dry,Dark (lit street),Fine,Car,Pedestrian,Serious,1,0,10,E08000035
62S0045,437585,432318,1,28/2/2019,0:31,Unclassified,Dry,Dark (unknown lighting),Fine,Car,Driver/Rider,Slight,0,2,24,E08000035
62S0045,437585,432318,1,28/2/2019,0:31,Unclassified,Dry,Dark (unknown lighting),Fine,Car,Vehicle Passenger,Serious,0,2,24,E08000035
62S0366,430421,431782,2,28/2/2019,8:54,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,1,46,E08000035
62S0366,430421,431782,2,28/2/2019,8:54,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,1,46,E08000035
62S0639,433637,429795,1,28/2/2019,11:30,Motorway,Dry,Daylight,Fine,Car,Pedestrian,Fatal,1,0,36,E08000035
62S1154,427506,426314,2,28/2/2019,15:35,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,20,E08000035
62S1506,433819,434044,2,28/2/2019,16:20,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,32,E08000035
6310255,430900,430553,2,1/3/2019,7:24,Motorway,Dry,Daylight,Fine,Motorcycle(500cc or more),Driver/Rider,Serious,1,0,40,E08000035
6310438,430519,424291,2,1/3/2019,9:55,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,2,37,E08000035
6310438,430519,424291,2,1/3/2019,9:55,Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,2,37,E08000035
6310909,427519,434866,1,1/3/2019,13:50,Unclassified,Dry,Daylight,Fine,Bus(17 or more passenger seats),Pedestrian,Slight,1,0,23,E08000035
6311155,428986,431151,3,1/3/2019,15:36,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,46,E08000035
6311269,435094,434724,2,1/3/2019,0:00,Non - Primary Road,Dry,Daylight,Fine,Motorcycle(500cc or more),Driver/Rider,Fatal,1,0,29,E08000035
6311309,430234,435114,2,1/3/2019,16:34,Unclassified,Dry,Daylight,Fine,Motorcycle(50cc-125cc),Driver/Rider,Slight,1,0,18,E08000035
6311382,435158,435027,2,1/3/2019,17:15,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,0,1,12,E08000035
6311547,431619,426413,3,1/3/2019,18:25,Motorway,Dry,Dark (lit street),Fine,Car,Vehicle Passenger,Slight,0,2,41,E08000035
6311547,431619,426413,3,1/3/2019,18:25,Motorway,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,0,2,41,E08000035
6320290,428994,435421,1,2/3/2019,4:30,Non - Primary Road,Wet/Damp,Dark (lit street),Fine,Taxi/Private car,Pedestrian,Serious,1,0,19,E08000035
6320717,429886,432365,2,15/2/2019,10:40,Non - Primary Road,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,1,78,E08000035
6321299,430373,424207,1,2/3/2019,16:13,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,67,E08000035
6321547,434067,435142,2,2/3/2019,18:00,Unclassified,Wet/Damp,Dark (lit street),Raining,Car,Driver/Rider,Slight,1,1,34,E08000035
6321547,434067,435142,2,2/3/2019,18:00,Unclassified,Wet/Damp,Dark (lit street),Raining,Car,Vehicle Passenger,Slight,1,1,34,E08000035
6321596,422029,434307,1,2/3/2019,0:30,Road,Dry,Dark (lit street),Fine,Taxi/Private car,Vehicle Passenger,Slight,0,1,42,E08000035
6321807,429917,438280,2,2/3/2019,19:30,Unclassified,Wet/Damp,Dark (lit street),Raining,Pedal Cycle,Driver/Rider,Slight,1,0,23,E08000035
6322001,427949,433624,2,2/3/2019,22:05,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,1,0,23,E08000035
6330775,428654,434879,1,3/3/2019,12:14,Unclassified,Wet/Damp,Daylight,Raining,Motorcycle(125cc-500cc),Driver/Rider,Serious,1,0,21,E08000035
6340764,435734,436024,2,4/3/2019,12:25,Unclassified,Dry,Daylight,Fine,Motorcycle(50cc or less),Driver/Rider,Slight,1,0,16,E08000035
6341078,426270,435581,1,4/3/2019,15:15,Road,Wet/Damp,Daylight,Fine,Taxi/Private car,Vehicle Passenger,Slight,1,1,23,E08000035
6341078,426270,435581,1,4/3/2019,15:15,Road,Wet/Damp,Daylight,Fine,Taxi/Private car,Vehicle Passenger,Slight,1,1,23,E08000035
6350289,429769,437048,2,5/3/2019,8:20,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Serious,1,0,34,E08000035
6350338,423827,437742,2,5/3/2019,9:00,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,35,E08000035
6350548,441096,433571,2,5/3/2019,11:00,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Serious,2,0,46,E08000035
6350548,441096,433571,2,5/3/2019,11:00,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,0,46,E08000035
6351168,418304,441344,2,5/3/2019,16:00,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,25,E08000035
6351263,429482,430242,1,5/3/2019,16:50,Non - Primary Road,Dry,Daylight,Fine,Car,Pedestrian,Serious,0,1,68,E08000035
6351367,430538,431515,2,5/3/2019,17:36,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,0,50,E08000035
6351367,430538,431515,2,5/3/2019,17:36,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,0,50,E08000035
6351848,430491,435237,2,5/3/2019,21:20,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,0,1,26,E08000035
6360121,430377,433554,1,6/3/2019,3:20,Unclassified,Wet/Damp,Dark (lit street),Raining,Car,Vehicle Passenger,Slight,0,1,30,E08000035
6360200,440976,447851,2,6/3/2019,6:45,Primary Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Serious,9,0,38,E08000035
6360200,440976,447851,2,6/3/2019,6:45,Primary Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,9,0,38,E08000035
6360200,440976,447851,2,6/3/2019,6:45,Primary Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,9,0,38,E08000035
6360200,440976,447851,2,6/3/2019,6:45,Primary Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,9,0,38,E08000035
6360200,440976,447851,2,6/3/2019,6:45,Primary Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,9,0,38,E08000035
6360200,440976,447851,2,6/3/2019,6:45,Primary Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Serious,9,0,38,E08000035
6360200,440976,447851,2,6/3/2019,6:45,Primary Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,9,0,38,E08000035
6360200,440976,447851,2,6/3/2019,6:45,Primary Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,9,0,38,E08000035
6360200,440976,447851,2,6/3/2019,6:45,Primary Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,9,0,38,E08000035
6360994,435035,433250,2,6/3/2019,15:10,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,82,E08000035
6361471,421874,435486,1,6/3/2019,17:00,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Slight,1,0,51,E08000035
6361660,432241,426277,2,6/3/2019,20:41,Motorway,Wet/Damp,Dark (lit street),Fine,Car,Driver/Rider,Slight,2,0,20,E08000035
6361660,432241,426277,2,6/3/2019,20:41,Motorway,Wet/Damp,Dark (lit street),Fine,Car,Vehicle Passenger,Slight,2,0,20,E08000035
6361702,427485,437002,1,6/3/2019,21:14,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Pedestrian,Slight,1,0,20,E08000035
6361773,430596,434563,2,6/3/2019,21:50,Unclassified,Dry,Dark (lit street),Fine,Pedal Cycle,Driver/Rider,Slight,1,0,19,E08000035
6370208,429273,430096,2,7/3/2019,7:00,Unclassified,Wet/Damp,Daylight,Raining,Pedal Cycle,Driver/Rider,Serious,1,0,31,E08000035
6370741,426975,431791,2,7/3/2019,7:45,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,51,E08000035
6371156,429773,433632,1,7/3/2019,16:10,Unclassified,Dry,Daylight,Fine,Taxi/Private car,Pedestrian,Slight,0,1,26,E08000035
6380202,429773,427933,2,8/3/2019,6:25,Unclassified,Wet/Damp,Daylight,Fine,Motorcycle(50cc-125cc),Driver/Rider,Slight,1,0,41,E08000035
6380420,428520,426431,3,8/3/2019,9:38,Primary Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,54,E08000035
6380635,419569,441597,2,8/3/2019,11:45,Non - Primary Road,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,1,1,77,E08000035
6380635,419569,441597,2,8/3/2019,11:45,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,1,77,E08000035
6381096,429849,438428,2,8/3/2019,15:40,Unclassified,Wet/Damp,Daylight,Raining,Car,Driver/Rider,Slight,1,0,36,E08000035
6381904,427558,424520,2,8/3/2019,22:19,Unclassified,Wet/Damp,Dark (lit street),Raining,Car,Driver/Rider,Slight,2,0,32,E08000035
